nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
AUTO POSTO ABAIRA,auto-posto-abaira,2007-12-10T02:00:00.000Z,3,Abaíra,BA,8681,-13.2488,-41.6619,,,,
BAR DO BOEMIO,bar-do-boemio,1992-05-28T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
COMERCIAL SOUZA,comercial-souza,2010-10-15T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
CRISARTE BAZAR,crisarte-bazar,1998-06-26T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
MARCELA MODAS,marcela-modas,1986-07-10T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
MERCEARIA COSTA,mercearia-costa,1976-10-21T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
MG MOVEIS & ELETRODOMESTICO,mg-moveis-eletrodomestico,2012-03-20T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
OFICINA ABAIRA,oficina-abaira,2001-05-31T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
POSTO DE MEDICAMENTOS NOVA ESPERANCA,posto-de-medicamentos-nova-esperanca,1991-10-31T02:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
ASSOCIACAO DOS P.AG.DO ASSENTAMENTO ANTONIO CONSELHEIRO,associacao-dos-pagdo-assentamento-antonio-conselheiro,2006-04-17T03:00:00.000Z,5,Abaré,BA,20594,-8.72073,-39.1162,,,,
IBO CONSTRUCOES,ibo-construcoes,2005-02-02T02:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
MB,mb,2012-06-06T03:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
POSTO Z R,posto-z-r,2007-04-04T03:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
POUSADA ABARE,pousada-abare,1998-10-20T02:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
SANTO ANTONIO PLACAS,santo-antonio-placas,1993-05-25T03:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
THAIS CERQUEIRA CONTABILIDADE,thais-cerqueira-contabilidade,2012-02-15T02:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
AC ACAJUTIBA,ac-acajutiba,1977-12-05T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
ACAJUTIBA PREFEITURA GABINETE DO PREFEITO,acajutiba-prefeitura-gabinete-do-prefeito,1974-12-30T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
ASSOCIACAO DE MORADORES DO PEJEU,associacao-de-moradores-do-pejeu,2003-10-01T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
CASA DE MARIA,casa-de-maria,1995-04-12T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
DISTRIBUIDORA DE BEBIDAS,distribuidora-de-bebidas,2006-04-18T03:00:00.000Z,1,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
ESCOLA MUNICIPAL PROFESSORA EUFROSINA DE ANDRADE CRUZ,escola-municipal-professora-eufrosina-de-andrade-cruz,2005-06-29T03:00:00.000Z,5,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
TEM DE TUDO,tem-de-tudo,1996-07-17T03:00:00.000Z,1,Acajutiba,BA,15214,-11.6575,-38.0197,,,,
AACOSA,aacosa,2000-04-06T03:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ABSJ,absj,2004-11-03T02:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ANDREA BOUTIQUE,andrea-boutique,1989-06-08T03:00:00.000Z,1,Adustina,BA,17209,-10.5437,-38.1113,,,,
ARQC,arqc,2004-02-18T03:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ASSOCIACAO COMUNITARIA E CULTURAL DE ADUSTINA FM,associacao-comunitaria-e-cultural-de-adustina-fm,1997-10-21T02:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ASSOCIACAO DOS PRODUTORES RURAIS DA VILA SAO JOSE,associacao-dos-produtores-rurais-da-vila-sao-jose,2006-03-27T03:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ASSOCIACAO RURAL DO JOAO GRANDE,associacao-rural-do-joao-grande,2003-04-25T03:00:00.000Z,5,Adustina,BA,17209,-10.5437,-38.1113,,,,
ESCOLA 30 DE MAIO LTDA,escola-30-de-maio-ltda,2002-11-25T02:00:00.000Z,1,Adustina,BA,17209,-10.5437,-38.1113,,,,
FARMAVALLE,farmavalle,2006-11-13T02:00:00.000Z,1,Adustina,BA,17209,-10.5437,-38.1113,,,,
LARISSA MODAS,larissa-modas,1997-03-14T03:00:00.000Z,1,Adustina,BA,17209,-10.5437,-38.1113,,,,
ALVO SAUDE AMBIENTAL & CONTROLE DE PRAGAS,alvo-saude-ambiental-controle-de-pragas,2001-01-26T02:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
CAIXA ESCOLAR A UNIAO FAZ A FORCA,caixa-escolar-a-uniao-faz-a-forca,1999-05-25T03:00:00.000Z,5,Água Fria,BA,17096,-11.8618,-38.7639,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1995-01-20T02:00:00.000Z,5,Água Fria,BA,17096,-11.8618,-38.7639,,,,
CASA CAMACARIENSE - MATERIAIS PARA CONSTRUCAO,casa-camacariense-materiais-para-construcao,2008-08-26T03:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
DROGARIA ARAUJO,drogaria-araujo,2011-08-26T03:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
MARCIO TRANSPORTS,marcio-transports,2012-06-06T03:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
OTICA BONS OLHOS,otica-bons-olhos,2012-05-22T03:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
SUPER CRUZ,super-cruz,2011-11-17T02:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
AIQUARA TESOURARIA,aiquara-tesouraria,1975-07-14T03:00:00.000Z,5,Aiquara,BA,4387,-14.1269,-39.8937,,,,
J S MATERIAL DE CONTRUO,j-s-material-de-contruo,2011-05-19T03:00:00.000Z,1,Aiquara,BA,4387,-14.1269,-39.8937,,,,
LARISSA PAES E DOCES,larissa-paes-e-doces,2001-01-26T02:00:00.000Z,3,Aiquara,BA,4387,-14.1269,-39.8937,,,,
LUXXIUS RESINADOS,luxxius-resinados,2011-05-15T03:00:00.000Z,1,Aiquara,BA,4387,-14.1269,-39.8937,,,,
SINDICATO DOS EMPREGADORES,sindicato-dos-empregadores,1978-06-27T03:00:00.000Z,5,Aiquara,BA,4387,-14.1269,-39.8937,,,,
SINDICATO DOS TRABALHADORES RURAIS DE AIQUARA,sindicato-dos-trabalhadores-rurais-de-aiquara,1994-12-08T02:00:00.000Z,5,Aiquara,BA,4387,-14.1269,-39.8937,,,,
SINTRAF,sintraf,2009-08-26T03:00:00.000Z,5,Aiquara,BA,4387,-14.1269,-39.8937,,,,
A GURILANDIA,a-gurilandia,1994-01-19T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
A.C.REPRESENTACOES,acrepresentacoes,2002-09-20T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
A2 CORRETORA DE SEGUROS,a2-corretora-de-seguros,2011-03-11T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
AB2,ab2,2007-03-21T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ACMJT,acmjt,2010-08-12T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ACOBB,acobb,1987-10-29T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
AGENCIA MEIRELES,agencia-meireles,2011-08-22T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
AGRO E MAQUINAS COMERCIO,agro-e-maquinas-comercio,1996-07-29T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ALAGOINHAS METAIS,alagoinhas-metais,2007-01-19T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ALIANCA CORRESPONDENTE,alianca-correspondente,2000-05-17T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
AMCRCB - ASSOC. DOS MORADORES DO CONJ. RESD. CAMPO BELO,amcrcb-assoc-dos-moradores-do-conj-resd-campo-belo,2012-01-12T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
APAI,apai,1996-09-04T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
APARCAM,aparcam,1995-01-03T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ARMARINHO BOTOES & CIA,armarinho-botoes-cia,1997-12-05T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ASAS DA CONSTRUCAO,asas-da-construcao,2011-06-09T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ASCONTAXI,ascontaxi,2011-09-26T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ASSESSORIA E SERVICOS DE SEGURANCA DO TRABALHO,assessoria-e-servicos-de-seguranca-do-trabalho,2004-03-08T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ASSOCIACAO RURAL NOVO PARAISO,associacao-rural-novo-paraiso,1998-03-04T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ATACADAO SANTA TEREZINHA,atacadao-santa-terezinha,2007-06-26T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ATUAL PREMOLDADOS,atual-premoldados,1997-09-08T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
AURI CONFECCOES,auri-confeccoes,2000-09-08T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BAGUETERIA PANET,bagueteria-panet,2008-03-10T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BAMBINOS CONFECCOES,bambinos-confeccoes,2006-02-20T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BAR E MERCEARIA DO RONALDO,bar-e-mercearia-do-ronaldo,2010-09-17T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BASTOS TRANSPORTES,bastos-transportes,2003-02-20T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BIKE & CIA,bike-cia,2008-10-28T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BNB,bnb,1976-04-01T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BOUTIQUE MOCA FINA,boutique-moca-fina,2007-11-26T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BOX SHALLON,box-shallon,2005-12-20T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BRASDUTOS ENGENHARIA,brasdutos-engenharia,2010-11-29T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BRUTOS DIESEL LTDA,brutos-diesel-ltda,2000-12-21T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
C.J.DANTAS,cjdantas,1998-04-07T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
C.L.S. COMERCIO E REPRESENTACOES,cls-comercio-e-representacoes,2009-02-26T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA DA RACOES,casa-da-racoes,2004-10-15T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA DE MATERIAL DE COSTRUCAO FLORESTA,casa-de-material-de-costrucao-floresta,1996-11-14T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA DE ORACAO MENSAGEIROS DE DEUS,casa-de-oracao-mensageiros-de-deus,2006-11-21T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA DE ORACAO PENTECOSTAL,casa-de-oracao-pentecostal,2005-03-02T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA DE PECAS ALAGOINHAS,casa-de-pecas-alagoinhas,2006-10-18T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA IOGURTE,casa-iogurte,2007-12-17T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASA ROSARIO,casa-rosario,1980-10-10T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CASPAL,caspal,1998-07-02T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CEDRO MATERIAL DE CONSTRUCAO,cedro-material-de-construcao,2008-08-14T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CENTRO DE EDUCACAO PROFISSIONAL YSA,centro-de-educacao-profissional-ysa,2004-03-17T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CENTRO EDUCACIONAL BABYLANDIA,centro-educacional-babylandia,2009-01-06T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CENTRO TECNOLOGICO CETASS,centro-tecnologico-cetass,2007-05-14T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CESARIO TRANSPORTES E LOGISTICA,cesario-transportes-e-logistica,2012-02-23T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CETRO,cetro,1992-12-30T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CFAO - CLINICA FONO AUDIOLOGICA OCUPACIONAL LTDA,cfao-clinica-fono-audiologica-ocupacional-ltda,2007-04-27T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CFC CAPACITA,cfc-capacita,2000-03-20T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CHURRASCARIA CARCARA,churrascaria-carcara,1982-12-03T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CINCO JOTAS DISTRIBUIDORA LTDA,cinco-jotas-distribuidora-ltda,2007-01-15T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CLINICA CALDAS,clinica-caldas,2000-05-25T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CLINO,clino,1988-04-21T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CLISAB,clisab,1991-04-19T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CLUBE DA FRATERNIDADE DE ALAGOINHAS,clube-da-fraternidade-de-alagoinhas,1998-09-29T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CONSTRUPAN,construpan,2006-07-21T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
COOPERTRAAL,coopertraal,2005-01-28T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
CRAVO E CANELA PERFUMES E PRESENTES,cravo-e-canela-perfumes-e-presentes,2010-05-04T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
D L F SUPERMERCADO,d-l-f-supermercado,1991-05-08T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
D'TUDO COMERCIO DISTRIBUICAO E TRANSPORTES,dtudo-comercio-distribuicao-e-transportes,1986-11-03T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
DISTRIBUIDORA UNIAO,distribuidora-uniao,1973-11-01T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
DSR - TRANSPORTES,dsr-transportes,2004-01-20T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
E T EVENTOS,e-t-eventos,2002-03-13T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ELOI SANTOS AGENCIAMENTO DE PROFISSIONAIS LTDA,eloi-santos-agenciamento-de-profissionais-ltda,2009-02-19T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLA BRILHO E ALEGRIA,escola-brilho-e-alegria,2006-11-13T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLA DIVINO ESPIRITO SANTO,escola-divino-espirito-santo,1999-05-28T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLA GENTE MIUDA,escola-gente-miuda,1993-01-18T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLA IRACY DE LIMA FONTES,escola-iracy-de-lima-fontes,1997-09-12T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLA JOAO MENDES PEREIRA,escola-joao-mendes-pereira,1993-10-29T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLINHA CONTO DE CRIANCA,escolinha-conto-de-crianca,1996-02-12T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESCOLINHA PARAISO INFANTIL,escolinha-paraiso-infantil,1986-04-07T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ESTOFADOS & CIA,estofados-cia,2005-11-11T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ETC & CIA,etc-cia,1992-01-14T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
EVIMAR,evimar,1991-09-25T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
EXALTA MODAS,exalta-modas,2000-08-15T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
FACULDADE DE FORMACAO DE PROFESSORES DE ALAGOINHAS-FFP,faculdade-de-formacao-de-professores-de-alagoinhas-ffp,1995-11-27T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
FARMACIA POPULAR DO BRASIL,farmacia-popular-do-brasil,2005-12-15T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
FATEC-BA,fatec-ba,1997-10-28T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
FATIAS !,fatias,2009-06-02T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
FENICIA,fenicia,2011-08-22T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
FOX SEGUROS,fox-seguros,2002-08-30T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
GANA,gana,2008-11-11T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
GASNET,gasnet,2005-03-04T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
GIL REPRESENTACOES,gil-representacoes,2009-04-27T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
GRAFCOLOR,grafcolor,1998-12-15T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
GUERREIRO DISTRIBUIDORA,guerreiro-distribuidora,2006-01-27T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
HERMES EMPREENDIMENTOS,hermes-empreendimentos,1984-10-02T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
HOTEL AQUARIUS,hotel-aquarius,2009-09-14T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
IGREJA DA GRACA,igreja-da-graca,2004-03-15T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
IGREJA REINA GLORIA,igreja-reina-gloria,2004-07-16T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
IOA - INSTITUTO DE OLHOS DE ALAGOINHAS,ioa-instituto-de-olhos-de-alagoinhas,2007-04-17T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
J R ESQUADRIAS,j-r-esquadrias,1991-08-08T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
J R RECICLAGEM,j-r-reciclagem,2011-01-10T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
J.W.BA PRODUCOES E EVENTOS,jwba-producoes-e-eventos,2010-07-27T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
JKS COSMETICOS,jks-cosmeticos,2012-01-18T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
JOY BYKE,joy-byke,1990-08-09T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
JS CONSULTORIA,js-consultoria,2007-03-05T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
JUMA MATERIAL DE CONSTRUCAO,juma-material-de-construcao,2001-07-03T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
JUNIOR POSTO DE LAVAGEM,junior-posto-de-lavagem,1997-07-29T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
KIOSK DO BOI,kiosk-do-boi,2008-10-21T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
KSE MOTO PECAS,kse-moto-pecas,2004-03-23T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
L A MATERIAL DE CONSTRUCAO E EXTRACAO DE ARGILA,l-a-material-de-construcao-e-extracao-de-argila,1993-09-01T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
LIMPERBA,limperba,2003-05-27T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
LINK VOIP,link-voip,1988-09-15T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
LIVRARIA E PAPELARIA OBJETIVA,livraria-e-papelaria-objetiva,2000-07-20T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
LOJAS CATTAN,lojas-cattan,2009-12-07T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
LUZ & TEC,luz-tec,2009-01-09T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
M J TREINAMENTO E CONSULTORIA EM SOLDAGEM,m-j-treinamento-e-consultoria-em-soldagem,1990-10-05T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MANUTEK,manutek,1996-05-09T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MANUTENCAO MARILIA,manutencao-marilia,2000-09-26T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MATERIAIS DE CONTRUO VADO,materiais-de-contruo-vado,2001-11-01T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MATERNIDADE DE ALAGOINHAS,maternidade-de-alagoinhas,1990-07-27T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MERCADINHO DA JACK,mercadinho-da-jack,2005-09-15T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MERCADINHO LIGA DOS ANJOS,mercadinho-liga-dos-anjos,2005-04-28T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MERCADINHO LIGA DOS ANJOS,mercadinho-liga-dos-anjos,2011-04-15T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MERCADINHO MINIPRECO,mercadinho-minipreco,1997-10-01T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MERCADO KENNEDY,mercado-kennedy,2012-06-12T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
META ASSESSORIA CONTABIL,meta-assessoria-contabil,2007-07-12T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
METROPOLE EMPREENDIMENTOS IMOBILIARIOS,metropole-empreendimentos-imobiliarios,2005-09-13T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MINISTERIO A GLORIA DA SEGUNDA CASA,ministerio-a-gloria-da-segunda-casa,2010-11-05T02:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MULTIPAG RECEBIMENTOS,multipag-recebimentos,2008-10-28T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MYEDY SERVICOS,myedy-servicos,2011-06-28T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
NARDY,nardy,1998-06-08T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
NILDO CESTAS BASICAS,nildo-cestas-basicas,2010-12-13T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
OFICINA CAUA,oficina-caua,2011-02-09T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
OFICINA HAMILTON,oficina-hamilton,2011-08-04T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
OFICINA N.N. SERVICO DE CHAPARIA E PINTURA,oficina-nn-servico-de-chaparia-e-pintura,2009-07-03T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
OTICA PLENA,otica-plena,2011-11-24T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
OTICAS VIZUAL,oticas-vizual,2003-03-27T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PANIFICACAO BASPAO,panificacao-baspao,2011-11-23T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PANIFICACAO PAO QUENTE,panificacao-pao-quente,1997-12-26T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PANIFICADORA BELEM,panificadora-belem,2000-09-26T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PECAS GUIARONE,pecas-guiarone,1999-01-29T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PEJOTA,pejota,2009-08-13T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PLANETA PET,planeta-pet,2003-12-09T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
